Cep,Rua,Complemento,Bairro,Cidade
38411-637,Rua Ambar,,Jardim Inconfidência,Uberlândia/MG
38411-639,Rua Azurita,,Jardim Inconfidência,Uberlândia/MG
38411-636,Rua Hematita,,Jardim Inconfidência,Uberlândia/MG
38411-634,Rua Jade,,Jardim Inconfidência,Uberlândia/MG
38411-674,Rua Napoli,,Jardim Inconfidência,Uberlândia/MG
38411-642,Rua Pérola,,Jardim Inconfidência,Uberlândia/MG
38411-673,Rua Renato de Oliveira Grama,,Jardim Inconfidência,Uberlândia/MG
38411-632,Rua Turmalina,,Jardim Inconfidência,Uberlândia/MG
38411-640,Rua Turquesa,,Jardim Inconfidência,Uberlândia/MG
38406-267,Alameda Kilimanjaro,,Jardim Ipanema,Uberlândia/MG
38406-202,Avenida Central,,Jardim Ipanema,Uberlândia/MG
38406-257,Avenida Dom Estevão Cardoso de Avelar,,Jardim Ipanema,Uberlândia/MG
38406-289,Avenida Espacial,,Jardim Ipanema,Uberlândia/MG
38406-175,Avenida Mozart Silva,,Jardim Ipanema,Uberlândia/MG
38406-260,Avenida Rui de Castro Santos,,Jardim Ipanema,Uberlândia/MG
38406-280,Avenida Sideral,,Jardim Ipanema,Uberlândia/MG
38406-283,Praça Bandeirante,,Jardim Ipanema,Uberlândia/MG
38406-387,Praça José Alves dos Santos,,Jardim Ipanema,Uberlândia/MG
38406-265,Rua Adeostia Amélia Pereira,,Jardim Ipanema,Uberlândia/MG
38406-160,Rua Adonírio Alves Pinto,,Jardim Ipanema,Uberlândia/MG
38406-262,Rua Aelza Amélia Pereira,,Jardim Ipanema,Uberlândia/MG
38406-292,Rua Aeronauta,,Jardim Ipanema,Uberlândia/MG
38406-166,Rua Alvino Simão da Silva,,Jardim Ipanema,Uberlândia/MG
38406-173,Rua Angela Monteiro Galassi,,Jardim Ipanema,Uberlândia/MG
38406-197,Rua Anita Malfatti,,Jardim Ipanema,Uberlândia/MG
38406-205,Rua Anna Alves de Oliveira,,Jardim Ipanema,Uberlândia/MG
38406-229,Rua Antônio Luiz de Mendonça,,Jardim Ipanema,Uberlândia/MG
38406-214,Rua Antonio Martins de Lima,,Jardim Ipanema,Uberlândia/MG
38406-184,Rua Aristineta Rosa Medeiros,,Jardim Ipanema,Uberlândia/MG
38406-164,Rua Augusta Cândida Pinto,- até 367/368,Jardim Ipanema,Uberlândia/MG
38406-250,Rua Auril Pereira,,Jardim Ipanema,Uberlândia/MG
38406-172,Rua Aurora Cândida de Jesus,,Jardim Ipanema,Uberlândia/MG
38406-268,Rua Auta Amélia Pereira,,Jardim Ipanema,Uberlândia/MG
38406-256,Rua Ayres Roberto Barcelos,,Jardim Ipanema,Uberlândia/MG
38406-174,Rua Bianor Alves de Andrade,,Jardim Ipanema,Uberlândia/MG
38406-195,Rua Cecília Meireles,,Jardim Ipanema,Uberlândia/MG
38406-191,Rua Chica da Silva,,Jardim Ipanema,Uberlândia/MG
38406-188,Rua Clara Nunes,,Jardim Ipanema,Uberlândia/MG
38406-189,Rua Clarice Lispector,,Jardim Ipanema,Uberlândia/MG
38406-241,Rua Cléber Monsclair de Souza,,Jardim Ipanema,Uberlândia/MG
38406-165,Rua Conceição de Araujo Crosara,- até 159/160,Jardim Ipanema,Uberlândia/MG
38406-190,Rua Doutor Luiz Altafin Neto,,Jardim Ipanema,Uberlândia/MG
38406-220,Rua Ernestina Cândida Alves,,Jardim Ipanema,Uberlândia/MG
38406-148,Rua Euripedes Agostinho de Souza,,Jardim Ipanema,Uberlândia/MG
38406-223,Rua Flávio de Oliveira,,Jardim Ipanema,Uberlândia/MG
38406-211,Rua Francisca Alves de Azevedo,,Jardim Ipanema,Uberlândia/MG
38406-259,Rua Genuveva Rezende dos Santos,,Jardim Ipanema,Uberlândia/MG
38406-217,Rua Gilberto Rolande da Cunha,,Jardim Ipanema,Uberlândia/MG
38406-186,Rua Helena Antipoff,,Jardim Ipanema,Uberlândia/MG
38406-238,Rua Humberto de Alencar Carrijo,,Jardim Ipanema,Uberlândia/MG
38406-274,Rua Inácio Camilo Dutra,,Jardim Ipanema,Uberlândia/MG
38406-187,Rua Indira Gandi,,Jardim Ipanema,Uberlândia/MG
38406-192,Rua Irmã Benigna,,Jardim Ipanema,Uberlândia/MG
38406-232,Rua Jeronimo Cardoso,,Jardim Ipanema,Uberlândia/MG
38406-154,Rua Joaquim Moreira Santos,,Jardim Ipanema,Uberlândia/MG
38406-235,Rua José Francisco da Silva,,Jardim Ipanema,Uberlândia/MG
38406-247,Rua José Gaspar Magalhães,,Jardim Ipanema,Uberlândia/MG
38406-151,Rua José Oliveira Mota,,Jardim Ipanema,Uberlândia/MG
38406-199,Rua José Pimentel de Ulhoa,,Jardim Ipanema,Uberlândia/MG
38406-200,Rua Leila Diniz,,Jardim Ipanema,Uberlândia/MG
38406-271,Rua Leonisia Conceição de Rezende,,Jardim Ipanema,Uberlândia/MG
38406-208,Rua Marcely Manoel Barcellos,,Jardim Ipanema,Uberlândia/MG
38406-142,Rua Maria Ferreira Pinto,,Jardim Ipanema,Uberlândia/MG
38406-181,Rua Modesto Mário Strini,,Jardim Ipanema,Uberlândia/MG
38406-169,Rua Nair Alves Franqueiro,,Jardim Ipanema,Uberlândia/MG
38406-428,Rua Nilton Ferreira Rodrigues,,Jardim Ipanema,Uberlândia/MG
38406-286,Rua Ocidental,,Jardim Ipanema,Uberlândia/MG
38406-157,Rua Odorico Araújo Pinto,,Jardim Ipanema,Uberlândia/MG
38406-145,Rua Ôla de Oliveira Souza,,Jardim Ipanema,Uberlândia/MG
38406-185,Rua Olga Prestes,,Jardim Ipanema,Uberlândia/MG
38406-277,Rua Oriental,,Jardim Ipanema,Uberlândia/MG
38406-193,Rua Pedro Buiatti,,Jardim Ipanema,Uberlândia/MG
38406-226,Rua Pergentino Pimentel Costa,,Jardim Ipanema,Uberlândia/MG
38406-244,Rua Philomena Borges Barcelos,,Jardim Ipanema,Uberlândia/MG
38406-253,Rua Raul Manoel Pereira,,Jardim Ipanema,Uberlândia/MG
38406-393,Rua Salgado Filho,,Jardim Ipanema,Uberlândia/MG
38406-196,Rua Sílvio Fernandes,,Jardim Ipanema,Uberlândia/MG
38406-198,Rua Tarcila do Amaral,,Jardim Ipanema,Uberlândia/MG
38406-194,Rua Tereza de Ávila,,Jardim Ipanema,Uberlândia/MG
38406-163,Rua Augusta Cândida Pinto,,Jardim Ipanema II,Uberlândia/MG
38411-222,Alameda Alberto Costa Matos,,Jardim Karaíba,Uberlândia/MG
38411-204,Alameda Alfredo Morais,,Jardim Karaíba,Uberlândia/MG
38411-200,Alameda Alfredo Petri,,Jardim Karaíba,Uberlândia/MG
38411-196,Alameda Antônio Scanapieco,,Jardim Karaíba,Uberlândia/MG
38411-220,Alameda Dinor Ruas,,Jardim Karaíba,Uberlândia/MG
38411-208,Alameda Jacy Gonçalves,,Jardim Karaíba,Uberlândia/MG
38411-218,Alameda José Antônio Lopes,,Jardim Karaíba,Uberlândia/MG
38411-214,Alameda Luiz Suzigam,,Jardim Karaíba,Uberlândia/MG
38411-212,Alameda Oton Fleury,,Jardim Karaíba,Uberlândia/MG
38411-216,Alameda Pastor Belchior Gomes,,Jardim Karaíba,Uberlândia/MG
38411-206,Alameda Paulina Margonari,,Jardim Karaíba,Uberlândia/MG
38411-226,Alameda Rodolfo Moraes,,Jardim Karaíba,Uberlândia/MG
38411-202,Alameda Saul Afonso da Silva,,Jardim Karaíba,Uberlândia/MG
38411-224,Alameda Teodomiro da Costa Matos,,Jardim Karaíba,Uberlândia/MG
38411-198,Alameda Teodoro de Sá Filho,,Jardim Karaíba,Uberlândia/MG
38411-194,Avenida Capitão Pedro Machado Silveira,,Jardim Karaíba,Uberlândia/MG
38411-217,Avenida dos Vinhedos,- lado par,Jardim Karaíba,Uberlândia/MG
38411-197,Avenida Nicomedes Alves dos Santos,- lado ímpar,Jardim Karaíba,Uberlândia/MG
38411-439,Avenida Vereador Carlito Cordeiro,- lado par,Jardim Karaíba,Uberlândia/MG
38411-374,Rua Abaeté,,Jardim Karaíba,Uberlândia/MG
38411-210,Rua Aderbal Viana,,Jardim Karaíba,Uberlândia/MG
38411-189,Rua Alceu Silva,,Jardim Karaíba,Uberlândia/MG
38411-380,Rua Amatiri,,Jardim Karaíba,Uberlândia/MG
38411-372,Rua Amore,,Jardim Karaíba,Uberlândia/MG
38411-182,Rua Ananias de Paula Costa,,Jardim Karaíba,Uberlândia/MG
38411-352,Rua Aracatu,,Jardim Karaíba,Uberlândia/MG
38411-358,Rua Aracaty,,Jardim Karaíba,Uberlândia/MG
38411-378,Rua Arassy,,Jardim Karaíba,Uberlândia/MG
38411-360,Rua Aruá,,Jardim Karaíba,Uberlândia/MG
38411-354,Rua Atiaia,,Jardim Karaíba,Uberlândia/MG
38411-209,Rua AU-4,(Lot Acácias),Jardim Karaíba,Uberlândia/MG
38411-192,Rua Cândido Rodrigues da Cunha,,Jardim Karaíba,Uberlândia/MG
38411-370,Rua Caracuri,,Jardim Karaíba,Uberlândia/MG
38411-350,Rua Catuana,,Jardim Karaíba,Uberlândia/MG
38411-188,Rua Coronel Ernesto Rodrigues da Cunha,,Jardim Karaíba,Uberlândia/MG
38411-174,Rua Cyro Avelino Franco,,Jardim Karaíba,Uberlândia/MG
38411-203,Rua das Torres,,Jardim Karaíba,Uberlândia/MG
38411-190,Rua Evaristo José de Oliveira,,Jardim Karaíba,Uberlândia/MG
38411-366,Rua Guaíra,,Jardim Karaíba,Uberlândia/MG
38411-362,Rua Jaguara,,Jardim Karaíba,Uberlândia/MG
38411-191,Rua Jerivá,,Jardim Karaíba,Uberlândia/MG
38411-184,Rua João Marçal Dionísio,,Jardim Karaíba,Uberlândia/MG
38411-178,Rua João Severiano Rodrigues da Cunha,,Jardim Karaíba,Uberlândia/MG
38411-180,Rua Joaquim Cláudio Fernandes,,Jardim Karaíba,Uberlândia/MG
38411-172,Rua José de Paula Dias,,Jardim Karaíba,Uberlândia/MG
38411-201,Rua José Elias,,Jardim Karaíba,Uberlândia/MG
38411-185,Rua Marco Aurélio Gonçalves,,Jardim Karaíba,Uberlândia/MG
38411-382,Rua Marcolino Ribeiro,,Jardim Karaíba,Uberlândia/MG
38411-368,Rua Mita,,Jardim Karaíba,Uberlândia/MG
38411-176,Rua Otávio Rodrigues da Cunha,,Jardim Karaíba,Uberlândia/MG
38411-215,Rua Pastor João da Silva Campos,,Jardim Karaíba,Uberlândia/MG
38411-364,Rua Pirapuã,,Jardim Karaíba,Uberlândia/MG
38411-186,Rua Rafael Marino Neto,,Jardim Karaíba,Uberlândia/MG
38411-376,Rua Tupã,,Jardim Karaíba,Uberlândia/MG
38408-710,Rua Três,,Jardim Ozanan,Uberlândia/MG
38405-388,Avenida A,,Jardim Panorama,Uberlândia/MG
38405-390,Avenida B,,Jardim Panorama,Uberlândia/MG
38405-228,Rodovia BR-365,,Jardim Panorama,Uberlândia/MG
38405-232,Rodovia BR-452,,Jardim Panorama,Uberlândia/MG
38405-392,Rua Dois,,Jardim Panorama,Uberlândia/MG
38405-394,Rua Três,,Jardim Panorama,Uberlândia/MG
38414-064,Avenida Aspirante Mega,- de 1903 ao fim - lado ímpar,Jardim Patrícia,Uberlândia/MG
38414-224,Avenida do Óleo,,Jardim Patrícia,Uberlândia/MG
38414-123,Avenida dos Eucaliptos,- de 359/360 ao fim,Jardim Patrícia,Uberlândia/MG
38414-094,Avenida Estela Saraiva de Peano,,Jardim Patrícia,Uberlândia/MG
38414-126,Avenida Gabriela Junqueira Freitas,,Jardim Patrícia,Uberlândia/MG
38414-098,Avenida Godevino Alves da Rocha,,Jardim Patrícia,Uberlândia/MG
38414-015,Avenida José Fonseca e Silva,- lado par,CEP Dona Zulmira Uberlândia/MG,Uberlândia/MG
38414-016,Avenida José Fonseca e Silva,- lado ímpar,CEP Dona Zulmira Uberlândia/MG,Uberlândia/MG
38414-073,Avenida José Fonseca e Silva,- lado par,CEP Jardim Patrícia Uberlândia/MG,Uberlândia/MG
38414-097,Avenida José Fonseca e Silva,- lado ímpar,CEP Jardim Patrícia Uberlândia/MG,Uberlândia/MG
38414-348,Avenida José Fonseca e Silva,- lado par,CEP Luizote de Freitas Uberlândia/MG,Uberlândia/MG
38414-387,Avenida José Fonseca e Silva,- lado ímpar,CEP Luizote de Freitas Uberlândia/MG,Uberlândia/MG
38414-425,Avenida José Fonseca e Silva,- lado ímpar,CEP Mansour Uberlândia/MG,Uberlândia/MG
38414-493,Avenida José Fonseca e Silva,- lado par,CEP Mansour Uberlândia/MG,Uberlândia/MG
38414-530,Avenida José Fonseca e Silva,- lado par,CEP Jardim Europa Uberlândia/MG,Uberlândia/MG
38414-531,Avenida José Fonseca e Silva,- lado ímpar,CEP Jardim Europa Uberlândia/MG,Uberlândia/MG
38414-127,Avenida José Martins de Rezende,,Jardim Patrícia,Uberlândia/MG
38414-096,Avenida Juhen Cecílio Jorge,,Jardim Patrícia,Uberlândia/MG
38414-185,Avenida Luciano Fonsêca,,Jardim Patrícia,Uberlândia/MG
38414-076,Praça Doutor Bolivar Carneiro,,Jardim Patrícia,Uberlândia/MG
38414-184,Praça Doutor Manoel Eurípedes de Castro,,Jardim Patrícia,Uberlândia/MG
38414-125,Rodovia BR-497,"- até Km 0,400",Jardim Patrícia,Uberlândia/MG
38414-152,Rotatória Geralda Lourdes Abreu Alves,,Jardim Patrícia,Uberlândia/MG
38414-179,Rua Ademar Correia,,Jardim Patrícia,Uberlândia/MG
38414-196,Rua Afif Attiê,,Jardim Patrícia,Uberlândia/MG
38414-183,Rua Afonso Oliveira Sá,,Jardim Patrícia,Uberlândia/MG
38414-054,Rua Albertino Rodrigues de Oliveira,,Jardim Patrícia,Uberlândia/MG
38414-162,Rua Alberto Martins Ribeiro,,Jardim Patrícia,Uberlândia/MG
38414-158,Rua Aldo Piccichelli,,Jardim Patrícia,Uberlândia/MG
38414-058,Rua Ana Marra Melazo,,Jardim Patrícia,Uberlândia/MG
38414-140,Rua Apatita,,Jardim Patrícia,Uberlândia/MG
38414-136,Rua Ardósia,,Jardim Patrícia,Uberlândia/MG
38414-116,Rua Aristides Rodrigues da Silva,,Jardim Patrícia,Uberlândia/MG
38414-178,Rua Augustinho Alves Sobrinho,,Jardim Patrícia,Uberlândia/MG
38414-226,Rua Auta Carneiro de Albuquerque,,Jardim Patrícia,Uberlândia/MG
38414-218,Rua Bela Ribeiro,,Jardim Patrícia,Uberlândia/MG
38414-181,Rua Cacique Juruna,,Jardim Patrícia,Uberlândia/MG
38414-214,Rua Carlos Antônio Constantin,,Jardim Patrícia,Uberlândia/MG
38414-078,Rua Celso de Souza Queiroz,,Jardim Patrícia,Uberlândia/MG
38414-194,Rua Clélia Zocoli Domingues,,Jardim Patrícia,Uberlândia/MG
38414-220,Rua Coletor Serafim de Melo,,Jardim Patrícia,Uberlândia/MG
38414-150,Rua Diamante,,Jardim Patrícia,Uberlândia/MG
38414-082,Rua Domingos José Arantes,,Jardim Patrícia,Uberlândia/MG
38414-156,Rua Dona Inházinha,,Jardim Patrícia,Uberlândia/MG
38414-108,Rua Edmar Fraga,,Jardim Patrícia,Uberlândia/MG
38414-191,Rua Edson Vieira Costa,,Jardim Patrícia,Uberlândia/MG
38414-204,Rua Eduardo Segadães,,Jardim Patrícia,Uberlândia/MG
38414-090,Rua Ercília Maria de Oliveira,,CEP Jardim Patrícia Uberlândia/MG,Uberlândia/MG
38414-154,Rua Ercilia Maria de Oliveira,,CEP Jardim Patrícia Uberlândia/MG,Uberlândia/MG
38414-113,Rua Eulália Bossi Lopes,,Jardim Patrícia,Uberlândia/MG
38414-142,Rua Feldspato,,Jardim Patrícia,Uberlândia/MG
38414-080,Rua Flávio de Souza Rezende,,Jardim Patrícia,Uberlândia/MG
38414-146,Rua Fluorita,,Jardim Patrícia,Uberlândia/MG
38414-164,Rua Francisco Custódio Pereira,,Jardim Patrícia,Uberlândia/MG
38414-121,Rua Francisco José dos Santos,(Parque dos EUcaliptos II),Jardim Patrícia,Uberlândia/MG
38414-182,Rua Francisco Marciano Oliveira,,Jardim Patrícia,Uberlândia/MG
38414-198,Rua Fuad Abib Attuch,,Jardim Patrícia,Uberlândia/MG
38414-138,Rua Galena,,Jardim Patrícia,Uberlândia/MG
38414-193,Rua Genarino Cazabona,,Jardim Patrícia,Uberlândia/MG
38414-227,Rua Gentil Freitas Macedo,,Jardim Patrícia,Uberlândia/MG
38414-208,Rua Geny Sabbag Saad,,Jardim Patrícia,Uberlândia/MG
38414-173,Rua Geraldo Vieira da Motta,,Jardim Patrícia,Uberlândia/MG
38414-128,Rua Gipsita,,Jardim Patrícia,Uberlândia/MG
38414-102,Rua Glycério Assis Pereira,,Jardim Patrícia,Uberlândia/MG
38414-124,Rua Guiomar de Freitas Costa,,Jardim Patrícia,Uberlândia/MG
38414-170,Rua Hércio Martins Gomide,,Jardim Patrícia,Uberlândia/MG
38414-200,Rua Hugo Cota Pacheco,,Jardim Patrícia,Uberlândia/MG
38414-148,Rua Ignéa,,Jardim Patrícia,Uberlândia/MG
38414-056,Rua Iônio Rodrigues Serralha,,Jardim Patrícia,Uberlândia/MG
38414-134,Rua Itabirito,,Jardim Patrícia,Uberlândia/MG
38414-062,Rua Ivo Morganti,,Jardim Patrícia,Uberlândia/MG
38414-074,Rua Jésus Cassimiro,,Jardim Patrícia,Uberlândia/MG
38414-171,Rua João Batista Correia,,Jardim Patrícia,Uberlândia/MG
38414-210,Rua João Beltrão Araújo,,Jardim Patrícia,Uberlândia/MG
38414-318,Rua João Bernardes da Silva,,Jardim Patrícia,Uberlândia/MG
38414-279,Rua João Esteves Júnior,,Jardim Patrícia,Uberlândia/MG
38414-122,Rua João Rodrigues de Castro,,Jardim Patrícia,Uberlândia/MG
38414-346,Rua Jorge Zacarias,,Jardim Patrícia,Uberlândia/MG
38414-110,Rua José Lozzi,,Jardim Patrícia,Uberlândia/MG
38414-060,Rua José Marcelino de Sales,,Jardim Patrícia,Uberlândia/MG
38414-176,Rua José Rodrigues Corrêa,,Jardim Patrícia,Uberlândia/MG
38414-070,Rua Jovino de Moura,,Jardim Patrícia,Uberlândia/MG
38414-186,Rua Juvenal Martins Pires,,Jardim Patrícia,Uberlândia/MG
38414-188,Rua Laurindo Fonseca Silva,,Jardim Patrícia,Uberlândia/MG
38414-187,Rua Lenine Helou,,Jardim Patrícia,Uberlândia/MG
38414-166,Rua Luís Lourenço Simioni,,Jardim Patrícia,Uberlândia/MG
38414-092,Rua Manoel Quirino Machado,,Jardim Patrícia,Uberlândia/MG
38414-132,Rua Manto,,Jardim Patrícia,Uberlândia/MG
38414-112,Rua Maria Antonieta Dantas,,Jardim Patrícia,Uberlândia/MG
38414-068,Rua Maria Lemos da Costa,,Jardim Patrícia,Uberlândia/MG
38414-104,Rua Maria Lobato Freitas,,Jardim Patrícia,Uberlândia/MG
38414-216,Rua Marinho José Rodrigues,,Jardim Patrícia,Uberlândia/MG
38414-106,Rua Marinho Lozzi,,Jardim Patrícia,Uberlândia/MG
38414-114,Rua Nazareth Sabbag Attuch,,Jardim Patrícia,Uberlândia/MG
38414-180,Rua Nêgo Amâncio,,Jardim Patrícia,Uberlândia/MG
38414-168,Rua Nelson Fuad Abib,,Jardim Patrícia,Uberlândia/MG
38414-177,Rua Olavo Avelino Franco,,Jardim Patrícia,Uberlândia/MG
38414-100,Rua Olga Melo Silva,,Jardim Patrícia,Uberlândia/MG
38414-144,Rua Ortoclásio,,Jardim Patrícia,Uberlândia/MG
38414-190,Rua Osvaldo Mendes Carvalho,,Jardim Patrícia,Uberlândia/MG
38414-174,Rua Oswaldo de Sá,,Jardim Patrícia,Uberlândia/MG
38414-088,Rua Pedro Antônio Santos,,Jardim Patrícia,Uberlândia/MG
38414-206,Rua Pedro José de Moura,,Jardim Patrícia,Uberlândia/MG
38414-072,Rua Píndaro do Egypto,,Jardim Patrícia,Uberlândia/MG
38414-130,Rua Piroxênio,,Jardim Patrícia,Uberlândia/MG
38414-222,Rua Professor Joaquim Roberto,,Jardim Patrícia,Uberlândia/MG
38414-212,Rua Professor Mário Daniel,,Jardim Patrícia,Uberlândia/MG
38414-084,Rua Radialista Odorico Cintra,,Jardim Patrícia,Uberlândia/MG
38414-129,Rua Reinaldo Souza Carvalho,,Jardim Patrícia,Uberlândia/MG
38414-195,Rua Roberto Margonari,,Jardim Patrícia,Uberlândia/MG
38414-120,Rua Rodolpho Pereira Alves,,Jardim Patrícia,Uberlândia/MG
38414-151,Rua Um,,Jardim Patrícia,Uberlândia/MG
38414-160,Rua Valdivino José Gomes,,Jardim Patrícia,Uberlândia/MG
38414-202,Rua Valdomiro Mendes de Assis,,Jardim Patrícia,Uberlândia/MG
38414-192,Rua Vicente de Paula,,Jardim Patrícia,Uberlândia/MG
38414-172,Rua Waterloo Pereira Alves,,Jardim Patrícia,Uberlândia/MG
38414-189,Rua Wilson Rodrigues da Cunha,,Jardim Patrícia,Uberlândia/MG
38414-175,Rua Yovette Fonseca Migliorini,,Jardim Patrícia,Uberlândia/MG
38414-199,Travessa Uberabinha,,Jardim Patrícia,Uberlândia/MG
38407-608,Avenida Sucupira,,Jardim Sucupira,Uberlândia/MG
38407-622,Rua Caraiba,,Jardim Sucupira,Uberlândia/MG
38407-621,Rua Caviuna,,Jardim Sucupira,Uberlândia/MG
38407-602,Rua da Goiabinha,,Jardim Sucupira,Uberlândia/MG
38407-615,Rua das Cangeranas,,Jardim Sucupira,Uberlândia/MG
38407-604,Rua das Gabirobas,,Jardim Sucupira,Uberlândia/MG
38407-613,Rua das Macaubas,,Jardim Sucupira,Uberlândia/MG
38407-605,Rua das Mangavas,,Jardim Sucupira,Uberlândia/MG
38407-609,Rua do Algodoeiro do Campo,,Jardim Sucupira,Uberlândia/MG
38407-607,Rua do Barbatimão,,Jardim Sucupira,Uberlândia/MG
38407-619,Rua do Baru,,Jardim Sucupira,Uberlândia/MG
38407-611,Rua do Capitão do Campo,,Jardim Sucupira,Uberlândia/MG
38407-606,Rua do Ipê Amarelo,,Jardim Sucupira,Uberlândia/MG
38407-618,Rua do Pacari,,Jardim Sucupira,Uberlândia/MG
38407-624,Rua dos Aracas,,Jardim Sucupira,Uberlândia/MG
38407-616,Rua dos Bacuparis,,Jardim Sucupira,Uberlândia/MG
38407-617,Rua dos Tapicurus,,Jardim Sucupira,Uberlândia/MG
38407-600,Rua Gonçalo Alves,,Jardim Sucupira,Uberlândia/MG
38411-785,Alameda Jacuaçu,,Jardim Sul,Uberlândia/MG
38411-838,Alameda Pastor Edimar Vicente dos Santos,,Jardim Sul,Uberlândia/MG
38411-840,Alameda Pastor José Domingos de Oliveira,,Jardim Sul,Uberlândia/MG
38411-837,Alameda Pastor Pompeo Zanatta,,Jardim Sul,Uberlândia/MG
38411-848,Avenida dos Vinhedos,- lado ímpar,Jardim Sul,Uberlândia/MG
38411-682,Avenida Israel,- de 1700/1701 ao fim,Jardim Sul,Uberlândia/MG
38411-694,Avenida Landscape,,Jardim Sul,Uberlândia/MG
38411-849,Avenida Nicomedes Alves dos Santos,- lado ímpar,Jardim Sul,Uberlândia/MG
38411-377,Avenida Seme Simão,- de 2372/2373 ao fim,Jardim Sul,Uberlândia/MG
38411-709,Avenida Vereador Carlito Cordeiro,- lado par,Jardim Sul,Uberlândia/MG
38411-688,Rua Alfredo Fonseca Marquez,,Jardim Sul,Uberlândia/MG
38411-684,Rua Américo Augusto de Paula,,Jardim Sul,Uberlândia/MG
38411-681,Rua Carlos da Silveira,,Jardim Sul,Uberlândia/MG
38411-690,Rua Doralice Mendes Mariano,,Jardim Sul,Uberlândia/MG
38411-693,Rua Elter Natividade do Espírito Santo Pires,,Jardim Sul,Uberlândia/MG
38411-685,Rua João Alves Gondim,,Jardim Sul,Uberlândia/MG
38411-686,Rua Norton Regal Pereira,,Jardim Sul,Uberlândia/MG
38411-692,Rua Professora Maria Helena Martins,,Jardim Sul,Uberlândia/MG
38407-536,Rua da Devoção,,Joana D'Arc,Uberlândia/MG
38407-538,Rua do Apostólo,,Joana D'Arc,Uberlândia/MG
38407-539,Rua do Cardial,,Joana D'Arc,Uberlândia/MG
38407-043,Rua dos Votos,,Joana D'Arc,Uberlândia/MG
38407-537,Travessa Raios do Sol,,Joana D'Arc,Uberlândia/MG
38418-236,Avenida Andaluz,,Jockey Camping,Uberlândia/MG
38418-246,Avenida Árabe,,Jockey Camping,Uberlândia/MG
38418-238,Avenida Mangalarga,,Jockey Camping,Uberlândia/MG
38418-214,Avenida Piquira,,Jockey Camping,Uberlândia/MG
38418-212,Avenida Quarto-de-Milha,,Jockey Camping,Uberlândia/MG
38418-230,Rua Apaloosa,,Jockey Camping,Uberlândia/MG
38418-232,Rua Bretão,,Jockey Camping,Uberlândia/MG
38418-200,Rua Campolina,,Jockey Camping,Uberlândia/MG
38418-242,Rua Crioulo,,Jockey Camping,Uberlândia/MG
38418-244,Rua Lusitano,,Jockey Camping,Uberlândia/MG
38418-234,Rua Nordestino,,Jockey Camping,Uberlândia/MG
38418-240,Rua Pantaneiro,,Jockey Camping,Uberlândia/MG
38418-248,Rua Pônei,,Jockey Camping,Uberlândia/MG
38408-517,Alameda Arnolde de Almeida Castro,- lado par,Lagoinha,Uberlândia/MG
38408-580,Avenida Emídia Saraiva,,Lagoinha,Uberlândia/MG
38408-494,Praça Luiz Pasteur,,Lagoinha,Uberlândia/MG
38408-518,Rua Aldorando José de Souza,,Lagoinha,Uberlândia/MG
38408-516,Rua Álvares de Azevedo,,Lagoinha,Uberlândia/MG
38408-492,Rua Anália Ferreira,,Lagoinha,Uberlândia/MG
38408-490,Rua Antônio de Castro Andrade,,Lagoinha,Uberlândia/MG
38408-538,Rua Antônio de Oliveira,,Lagoinha,Uberlândia/MG
38408-470,Rua Antônio Teodoro,,Lagoinha,Uberlândia/MG
